Date,Month,Day,Year,Day of Week,Hour,Primary Type,Description,Crime Category
03/06/2020 7:45:00 PM,March,6,2020,Friday,19,NARCOTICS,MANUFACTURE / DELIVER - CRACK,Drug
03/06/2020 7:45:00 PM,March,6,2020,Friday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 7:43:00 PM,March,6,2020,Friday,19,BURGLARY,UNLAWFUL ENTRY,Property
03/06/2020 7:40:00 PM,March,6,2020,Friday,19,ASSAULT,AGGRAVATED - HANDGUN,Violent
03/06/2020 7:36:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:34:00 PM,March,6,2020,Friday,19,THEFT,$500 AND UNDER,Property
03/06/2020 7:33:00 PM,March,6,2020,Friday,19,BATTERY,SIMPLE,Violent
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,CRIMINAL TRESPASS,TO RESIDENCE,Property
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,THEFT,RETAIL THEFT,Property
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,BATTERY,SIMPLE,Violent
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,THEFT,$500 AND UNDER,Property
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:30:00 PM,March,6,2020,Friday,19,THEFT,RETAIL THEFT,Property
03/06/2020 7:27:00 PM,March,6,2020,Friday,19,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,Public Order
03/06/2020 7:27:00 PM,March,6,2020,Friday,19,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,Public Order
03/06/2020 7:23:00 PM,March,6,2020,Friday,19,THEFT,RETAIL THEFT,Property
03/06/2020 7:22:00 PM,March,6,2020,Friday,19,THEFT,RETAIL THEFT,Property
03/06/2020 7:21:00 PM,March,6,2020,Friday,19,NARCOTICS,POSSESS - SYNTHETIC DRUGS,Drug
03/06/2020 7:20:00 PM,March,6,2020,Friday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 7:15:00 PM,March,6,2020,Friday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 7:15:00 PM,March,6,2020,Friday,19,THEFT,$500 AND UNDER,Property
03/06/2020 7:15:00 PM,March,6,2020,Friday,19,THEFT,OVER $500,Property
03/06/2020 7:15:00 PM,March,6,2020,Friday,19,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 7:13:00 PM,March,6,2020,Friday,19,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 7:10:00 PM,March,6,2020,Friday,19,THEFT,OVER $500,Property
03/06/2020 7:08:00 PM,March,6,2020,Friday,19,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,Public Order
03/06/2020 7:08:00 PM,March,6,2020,Friday,19,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/06/2020 7:06:00 PM,March,6,2020,Friday,19,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,Violent
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,THEFT,FROM BUILDING,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,ASSAULT,SIMPLE,Violent
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,THEFT,OVER $500,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,ASSAULT,SIMPLE,Violent
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,THEFT,OVER $500,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,THEFT,OVER $500,Property
03/06/2020 7:00:00 PM,March,6,2020,Friday,19,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 6:58:00 PM,March,6,2020,Friday,18,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 6:55:00 PM,March,6,2020,Friday,18,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 6:55:00 PM,March,6,2020,Friday,18,THEFT,$500 AND UNDER,Property
03/06/2020 6:54:00 PM,March,6,2020,Friday,18,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 6:50:00 PM,March,6,2020,Friday,18,CRIMINAL TRESPASS,TO STATE SUP LAND,Property
03/06/2020 6:45:00 PM,March,6,2020,Friday,18,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,Other
03/06/2020 6:45:00 PM,March,6,2020,Friday,18,THEFT,$500 AND UNDER,Property
03/06/2020 6:40:00 PM,March,6,2020,Friday,18,OTHER OFFENSE,TELEPHONE THREAT,Other
03/06/2020 6:40:00 PM,March,6,2020,Friday,18,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 6:40:00 PM,March,6,2020,Friday,18,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 6:37:00 PM,March,6,2020,Friday,18,CRIMINAL TRESPASS,TO STATE SUP LAND,Property
03/06/2020 6:35:00 PM,March,6,2020,Friday,18,THEFT,RETAIL THEFT,Property
03/06/2020 6:35:00 PM,March,6,2020,Friday,18,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Public Order
03/06/2020 6:33:00 PM,March,6,2020,Friday,18,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,Violent
03/06/2020 6:31:00 PM,March,6,2020,Friday,18,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,Public Order
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,THEFT,$500 AND UNDER,Property
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,Violent
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,THEFT,OVER $500,Property
03/06/2020 6:30:00 PM,March,6,2020,Friday,18,CRIMINAL TRESPASS,TO STATE SUP LAND,Property
03/06/2020 6:28:00 PM,March,6,2020,Friday,18,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 6:28:00 PM,March,6,2020,Friday,18,THEFT,RETAIL THEFT,Property
03/06/2020 6:27:00 PM,March,6,2020,Friday,18,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,Property
03/06/2020 6:24:00 PM,March,6,2020,Friday,18,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 6:20:00 PM,March,6,2020,Friday,18,NARCOTICS,POSSESS - HEROIN (WHITE),Drug
03/06/2020 6:15:00 PM,March,6,2020,Friday,18,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,Public Order
03/06/2020 6:15:00 PM,March,6,2020,Friday,18,THEFT,OVER $500,Property
03/06/2020 6:11:00 PM,March,6,2020,Friday,18,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 6:08:00 PM,March,6,2020,Friday,18,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,Other
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,THEFT,$500 AND UNDER,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",Violent
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,THEFT,$500 AND UNDER,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,ASSAULT,SIMPLE,Violent
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,THEFT,FROM BUILDING,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,CRIMINAL TRESPASS,TO LAND,Property
03/06/2020 6:00:00 PM,March,6,2020,Friday,18,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 5:57:00 PM,March,6,2020,Friday,17,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 5:55:00 PM,March,6,2020,Friday,17,THEFT,$500 AND UNDER,Property
03/06/2020 5:52:00 PM,March,6,2020,Friday,17,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,Other
03/06/2020 5:46:00 PM,March,6,2020,Friday,17,HOMICIDE,FIRST DEGREE MURDER,Violent
03/06/2020 5:45:00 PM,March,6,2020,Friday,17,THEFT,FROM BUILDING,Property
03/06/2020 5:45:00 PM,March,6,2020,Friday,17,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,Violent
03/06/2020 5:35:00 PM,March,6,2020,Friday,17,ASSAULT,SIMPLE,Violent
03/06/2020 5:34:00 PM,March,6,2020,Friday,17,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,ROBBERY,STRONG ARM - NO WEAPON,Violent
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,ASSAULT,SIMPLE,Violent
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,THEFT,$500 AND UNDER,Property
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,THEFT,OVER $500,Property
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,THEFT,FROM BUILDING,Property
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 5:30:00 PM,March,6,2020,Friday,17,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,Property
03/06/2020 5:26:00 PM,March,6,2020,Friday,17,ASSAULT,SIMPLE,Violent
03/06/2020 5:21:00 PM,March,6,2020,Friday,17,THEFT,RETAIL THEFT,Property
03/06/2020 5:18:00 PM,March,6,2020,Friday,17,ROBBERY,ARMED - HANDGUN,Violent
03/06/2020 5:15:00 PM,March,6,2020,Friday,17,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 5:15:00 PM,March,6,2020,Friday,17,THEFT,RETAIL THEFT,Property
03/06/2020 5:11:00 PM,March,6,2020,Friday,17,LIQUOR LAW VIOLATION,SELL / GIVE / DELIVER LIQUOR TO MINOR,Public Order
03/06/2020 5:10:00 PM,March,6,2020,Friday,17,THEFT,FROM BUILDING,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,THEFT,POCKET-PICKING,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,THEFT,$500 AND UNDER,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,THEFT,FROM BUILDING,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,BURGLARY,ATTEMPT FORCIBLE ENTRY,Property
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 5:00:00 PM,March,6,2020,Friday,17,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",Violent
03/06/2020 4:58:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:56:00 PM,March,6,2020,Friday,16,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,Drug
03/06/2020 4:55:00 PM,March,6,2020,Friday,16,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),Drug
03/06/2020 4:54:00 PM,March,6,2020,Friday,16,NARCOTICS,FOUND SUSPECT NARCOTICS,Drug
03/06/2020 4:50:00 PM,March,6,2020,Friday,16,STALKING,SIMPLE,Violent
03/06/2020 4:49:00 PM,March,6,2020,Friday,16,THEFT,RETAIL THEFT,Property
03/06/2020 4:47:00 PM,March,6,2020,Friday,16,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,Drug
03/06/2020 4:47:00 PM,March,6,2020,Friday,16,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 4:45:00 PM,March,6,2020,Friday,16,ASSAULT,SIMPLE,Violent
03/06/2020 4:45:00 PM,March,6,2020,Friday,16,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 4:45:00 PM,March,6,2020,Friday,16,THEFT,OVER $500,Property
03/06/2020 4:45:00 PM,March,6,2020,Friday,16,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/06/2020 4:41:00 PM,March,6,2020,Friday,16,THEFT,POCKET-PICKING,Property
03/06/2020 4:33:00 PM,March,6,2020,Friday,16,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,Drug
03/06/2020 4:30:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:30:00 PM,March,6,2020,Friday,16,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 4:30:00 PM,March,6,2020,Friday,16,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/06/2020 4:24:00 PM,March,6,2020,Friday,16,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 4:23:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:20:00 PM,March,6,2020,Friday,16,NARCOTICS,POSSESS - HEROIN (WHITE),Drug
03/06/2020 4:17:00 PM,March,6,2020,Friday,16,ASSAULT,PRO EMP HANDS NO/MIN INJURY,Violent
03/06/2020 4:15:00 PM,March,6,2020,Friday,16,ASSAULT,SIMPLE,Violent
03/06/2020 4:11:00 PM,March,6,2020,Friday,16,NARCOTICS,POSSESS - HEROIN (WHITE),Drug
03/06/2020 4:10:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:08:00 PM,March,6,2020,Friday,16,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 4:07:00 PM,March,6,2020,Friday,16,ASSAULT,SIMPLE,Violent
03/06/2020 4:05:00 PM,March,6,2020,Friday,16,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 4:02:00 PM,March,6,2020,Friday,16,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,Public Order
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,NARCOTICS,POSSESS - HEROIN (WHITE),Drug
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,Violent
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,Violent
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,THEFT,$500 AND UNDER,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,THEFT,RETAIL THEFT,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,BATTERY,SIMPLE,Violent
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,THEFT,FROM BUILDING,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,THEFT,$500 AND UNDER,Property
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,OTHER OFFENSE,OTHER VEHICLE OFFENSE,Other
03/06/2020 4:00:00 PM,March,6,2020,Friday,16,ASSAULT,SIMPLE,Violent
03/06/2020 3:55:00 PM,March,6,2020,Friday,15,ASSAULT,SIMPLE,Violent
03/06/2020 3:55:00 PM,March,6,2020,Friday,15,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,Other
03/06/2020 3:53:00 PM,March,6,2020,Friday,15,THEFT,$500 AND UNDER,Property
03/06/2020 3:50:00 PM,March,6,2020,Friday,15,THEFT,OVER $500,Property
03/06/2020 3:50:00 PM,March,6,2020,Friday,15,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 3:43:00 PM,March,6,2020,Friday,15,ROBBERY,VEHICULAR HIJACKING,Violent
03/06/2020 3:41:00 PM,March,6,2020,Friday,15,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,THEFT,FROM BUILDING,Property
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,ASSAULT,SIMPLE,Violent
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,THEFT,OVER $500,Property
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Public Order
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 3:30:00 PM,March,6,2020,Friday,15,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/06/2020 3:20:00 PM,March,6,2020,Friday,15,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,Other
03/06/2020 3:15:00 PM,March,6,2020,Friday,15,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 3:15:00 PM,March,6,2020,Friday,15,THEFT,RETAIL THEFT,Property
03/06/2020 3:15:00 PM,March,6,2020,Friday,15,THEFT,RETAIL THEFT,Property
03/06/2020 3:14:00 PM,March,6,2020,Friday,15,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,Public Order
03/06/2020 3:10:00 PM,March,6,2020,Friday,15,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 3:09:00 PM,March,6,2020,Friday,15,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/06/2020 3:06:00 PM,March,6,2020,Friday,15,ASSAULT,SIMPLE,Violent
03/06/2020 3:05:00 PM,March,6,2020,Friday,15,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 3:01:00 PM,March,6,2020,Friday,15,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,Violent
03/06/2020 3:01:00 PM,March,6,2020,Friday,15,ROBBERY,ARMED - HANDGUN,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,BATTERY,SIMPLE,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,ASSAULT,SIMPLE,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,ASSAULT,SIMPLE,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,THEFT,FROM BUILDING,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,BATTERY,SIMPLE,Violent
03/06/2020 3:00:00 PM,March,6,2020,Friday,15,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,Violent
03/06/2020 2:55:00 PM,March,6,2020,Friday,14,BATTERY,SIMPLE,Violent
03/06/2020 2:51:00 PM,March,6,2020,Friday,14,BATTERY,AGGRAVATED: OTHER DANGEROUS WEAPON,Violent
03/06/2020 2:50:00 PM,March,6,2020,Friday,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 2:50:00 PM,March,6,2020,Friday,14,CRIMINAL TRESPASS,TO STATE SUP LAND,Property
03/06/2020 2:50:00 PM,March,6,2020,Friday,14,THEFT,$500 AND UNDER,Property
03/06/2020 2:49:00 PM,March,6,2020,Friday,14,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 2:49:00 PM,March,6,2020,Friday,14,NARCOTICS,POSSESS - CRACK,Drug
03/06/2020 2:47:00 PM,March,6,2020,Friday,14,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,Other
03/06/2020 2:45:00 PM,March,6,2020,Friday,14,NARCOTICS,POSS: CRACK,Drug
03/06/2020 2:45:00 PM,March,6,2020,Friday,14,THEFT,$500 AND UNDER,Property
03/06/2020 2:42:00 PM,March,6,2020,Friday,14,CRIMINAL TRESPASS,TO VEHICLE,Property
03/06/2020 2:40:00 PM,March,6,2020,Friday,14,BATTERY,SIMPLE,Violent
03/06/2020 2:35:00 PM,March,6,2020,Friday,14,BATTERY,SIMPLE,Violent
03/06/2020 2:30:00 PM,March,6,2020,Friday,14,ASSAULT,SIMPLE,Violent
03/06/2020 2:30:00 PM,March,6,2020,Friday,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 2:30:00 PM,March,6,2020,Friday,14,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 2:30:00 PM,March,6,2020,Friday,14,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",Violent
03/06/2020 2:25:00 PM,March,6,2020,Friday,14,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,Violent
03/06/2020 2:20:00 PM,March,6,2020,Friday,14,NARCOTICS,FOUND SUSPECT NARCOTICS,Drug
03/06/2020 2:20:00 PM,March,6,2020,Friday,14,OTHER OFFENSE,TELEPHONE THREAT,Other
03/06/2020 2:18:00 PM,March,6,2020,Friday,14,THEFT,OVER $500,Property
03/06/2020 2:14:00 PM,March,6,2020,Friday,14,BATTERY,DOMESTIC BATTERY SIMPLE,Violent
03/06/2020 2:14:00 PM,March,6,2020,Friday,14,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,Violent
03/06/2020 2:11:00 PM,March,6,2020,Friday,14,THEFT,FROM BUILDING,Property
03/06/2020 2:10:00 PM,March,6,2020,Friday,14,CRIMINAL TRESPASS,TO LAND,Property
03/06/2020 2:06:00 PM,March,6,2020,Friday,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 2:05:00 PM,March,6,2020,Friday,14,OTHER OFFENSE,TELEPHONE THREAT,Other
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,ASSAULT,SIMPLE,Violent
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,BURGLARY,FORCIBLE ENTRY,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,THEFT,$500 AND UNDER,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,BATTERY,SIMPLE,Violent
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,CRIMINAL TRESPASS,TO RESIDENCE,Property
03/06/2020 2:00:00 PM,March,6,2020,Friday,14,CRIMINAL DAMAGE,TO VEHICLE,Property
03/06/2020 1:59:00 PM,March,6,2020,Friday,13,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/06/2020 1:54:00 PM,March,6,2020,Friday,13,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,Violent
03/06/2020 1:50:00 PM,March,6,2020,Friday,13,BATTERY,AGG PO HANDS NO/MIN INJURY,Violent
03/06/2020 1:50:00 PM,March,6,2020,Friday,13,ASSAULT,SIMPLE,Violent
03/06/2020 1:49:00 PM,March,6,2020,Friday,13,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 1:49:00 PM,March,6,2020,Friday,13,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,Other
03/06/2020 1:45:00 PM,March,6,2020,Friday,13,THEFT,POCKET-PICKING,Property
03/06/2020 1:45:00 PM,March,6,2020,Friday,13,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 1:45:00 PM,March,6,2020,Friday,13,THEFT,RETAIL THEFT,Property
03/06/2020 1:43:00 PM,March,6,2020,Friday,13,CRIMINAL TRESPASS,TO LAND,Property
03/06/2020 1:32:00 PM,March,6,2020,Friday,13,THEFT,POCKET-PICKING,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,OTHER OFFENSE,TELEPHONE THREAT,Other
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,Other
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,THEFT,OVER $500,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,MOTOR VEHICLE THEFT,AUTOMOBILE,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,THEFT,FROM BUILDING,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,THEFT,$500 AND UNDER,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,THEFT,FROM BUILDING,Property
03/06/2020 1:30:00 PM,March,6,2020,Friday,13,CRIMINAL DAMAGE,TO PROPERTY,Property
03/06/2020 1:28:00 PM,March,6,2020,Friday,13,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,Property
03/06/2020 1:25:00 PM,March,6,2020,Friday,13,THEFT,$500 AND UNDER,Property
03/06/2020 1:25:00 PM,March,6,2020,Friday,13,CRIMINAL DAMAGE,TO PROPERTY,Property
